,x,y
0,-0.7772106829465489,-0.9597752623993594
1,-0.7603419220271878,-0.9731932807043019
2,-0.7432415535927797,-0.9863148549084068
3,-0.7259147865812046,-0.99913598805306
4,-0.7083668988935423,-1.0116527746969046
5,-0.690603235786373,-1.0238614021054762
6,-0.6726292082435583,-1.0357581514125989
7,-0.6544502913280082,-1.047339398753186
8,-0.6412224032630179,-1.0671732893741297
9,-0.6225000000000006,-1.078201627711626
10,-0.6035879772066894,-1.088901535388548
11,-0.5891868112962929,-1.1080992290379534
12,-0.5697580771731314,-1.1182131878564017
13,-0.5545395006881834,-1.1369744685684462
14,-0.5346121011019854,-1.146479350601362
15,-0.5145218534908872,-1.1556350039178904
16,-0.4981821888238242,-1.1736436881518615
17,-0.47762340660528824,-1.182159414572654
18,-0.46050281516571145,-1.1996508480489043
19,-0.4463362870399985,-1.2262988701256101
20,-0.428122123111161,-1.2433569269131015
21,-0.40635734760305603,-1.2506393189281269
22,-0.38446879171039927,-1.2575407540913914
23,-0.3624631228993535,-1.2640591301588895
24,-0.3429352347608398,-1.2798517198330155
25,-0.3229657306255565,-1.2953447945784553
26,-0.3025591680924988,-1.3105277371361412
27,-0.2837994579662421,-1.3351714750016446
28,-0.26236236864275003,-1.3497373772405379
29,-0.14325974657521753,-0.8124663962350717
30,-0.1290584336581906,-0.8148428809909887
31,-0.17605397271448217,-1.2526891069580866
32,-0.17731989465448914,-1.4441546506381238
33,-0.15208891405443564,-1.447029357760838
34,-0.12681160569784275,-1.44946328572349
35,-0.10149566929770272,-1.4514556931280442
36,-0.0777188950207723,-1.4829648591105422
37,-0.05252374253726499,-1.504083194663739
38,-0.0264403957524845,-1.514769258161933
39,-2.9483371689472524e-16,-1.605
40,0.02801111233183942,-1.604755550726008
41,0.05601369220751456,-1.6040222773656487
42,0.08452256933235447,-1.6127866986286368
43,0.11684209352140974,-1.6709197841852057
44,0.11025201457578723,-1.2601862930860583
45,0.13222850603358105,-1.258070197640866
46,0.07494964619416583,-0.610415883259413
47,0.08419972608083962,-0.5991121815886502
48,0.09464285134933957,-0.5975514460600584
49,0.10679362926516194,-0.605656768102508
50,0.1211637120641056,-0.6233332614892667
51,0.13202392366927668,-0.6211237264659667
52,0.14284391950835423,-0.6187249911386243
53,0.16087806057377887,-0.6452466579735378
54,0.4076399960364708,-1.5213331764052824
55,0.442397956086284,-1.5428250219810016
56,0.4604854349383103,-1.5061799906417808
57,0.4836115961967924,-1.4884034480019155
58,0.5030027986363066,-1.4608261993009448
59,0.5181605171383873,-1.4236343204906516
60,0.5393437640656759,-1.4050385418782891
61,0.5562907912226293,-1.3768680240316795
62,0.5724211032367857,-1.3485396103078253
63,0.5877344492445318,-1.3200731862935582
64,0.606457205597904,-1.3005516743975927
65,0.6071440383028722,-1.2448297541243463
66,0.6287768421392721,-1.2340440360008895
67,0.6502181144584582,-1.2228824161096141
68,0.6666132278387127,-1.2026020973166696
69,0.6725000000000001,-1.1648041680900698
70,0.6927262107540229,-1.152890019444341
71,0.7127414103936602,-1.1406246893303933
72,0.7325395020952108,-1.1280119138865956
73,0.7297467390293239,-1.0818940321843298
74,0.748517249438115,-1.0689934177971343
75,0.7670597542416772,-1.0557671776593065
76,0.791386755444943,-1.0502056957121904
77,0.8095948400532409,-1.036234140992839
